reconciliation_key,candidate_key,official_program_key,official_program_type,official_program_name,identifier_type,identifier_value,identifier_source,source_program_specialty,source_program_name,source_city,candidate_status,reconciliation_status,recommended_action,reconciliation_confidence,rank_in_official_program,candidate_count_for_program,close_candidate_count,rationale,evidence_json,reconciled_at
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-g_32ed8b8626667f53,program_identifier_candidate_hup-gme-residency-general-surgery-2aa52ee5a7ea-a_028dbe20f91983bc,hup_gme_residency_general-surgery_2aa52ee5a7ea,residency,General Surgery,acgme_program_code,4404111298,acgme_public_program_search,Surgery,Pennsylvania Hospital of the University of Pennsylvania Health System Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,1,2,2,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 2, ""candidate_evidence"": {""acgme_data_item_key"": ""7065"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/general-surgery-residency""}, ""close_candidate_count"": 2, ""match_reasons"": [""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.89}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-g_687b7711120d0fda,program_identifier_candidate_hup-gme-residency-general-surgery-2aa52ee5a7ea-a_0d79dd911ee42404,hup_gme_residency_general-surgery_2aa52ee5a7ea,residency,General Surgery,acgme_program_code,4404121302,acgme_public_program_search,Surgery,University of Pennsylvania Health System Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,2,2,2,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 2, ""candidate_evidence"": {""acgme_data_item_key"": ""7079"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/general-surgery-residency""}, ""close_candidate_count"": 2, ""match_reasons"": [""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.89}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_ac739c938fdb7238,program_identifier_candidate_hup-gme-fellowship-geriatric-medicine-af755683b7_58410e63dc726fd0,hup_gme_fellowship_geriatric-medicine_af755683b7ed,fellowship,Geriatric Medicine,acgme_program_code,1514121060,acgme_public_program_search,Geriatric medicine (Internal medicine),University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""2707"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/geriatrics/education-and-training/fellowship-program""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_0a2581e2a3fe589c,program_identifier_candidate_hup-gme-fellowship-geriatric-psychiatry-03060138_f0fc9d6a96694d6e,hup_gme_fellowship_geriatric-psychiatry_03060138c863,fellowship,Geriatric Psychiatry,acgme_program_code,4074131033,acgme_public_program_search,Geriatric psychiatry,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""6027"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/psychiatry/formalfellowships.html#geriatric""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_390cb43de87a1aab,program_identifier_candidate_hup-gme-fellowship-gynecologic-oncology-59b3af56_72dd5050dbca4fcf,hup_gme_fellowship_gynecologic-oncology_59b3af566d85,fellowship,Gynecologic Oncology,acgme_program_code,2254122005,acgme_public_program_search,Gynecologic oncology,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""31860"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/gynecologic-oncology""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_7186b9ab3900819c,program_identifier_candidate_hup-gme-fellowship-hand-surgery-5faaba3977b3-acg_51d37bcff34f66e6,hup_gme_fellowship_hand-surgery_5faaba3977b3,fellowship,Hand Surgery,acgme_program_code,2634121004,acgme_public_program_search,Hand surgery (Orthopaedic surgery),University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""3972"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/orthopaedic-surgery/education-and-training/fellowships/hand-surgery""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_4b30a7f39fc2152b,program_identifier_candidate_hup-gme-fellowship-hematology-and-oncology-714bb_2d1d1613eadbe15f,hup_gme_fellowship_hematology-and-oncology_714bbd032771,fellowship,Hematology and Oncology,acgme_program_code,1554121081,acgme_public_program_search,Hematology and medical oncology,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.89,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""2791"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/education-and-training/hematology-oncology-fellowship""}, ""close_candidate_count"": 1, ""match_reasons"": [""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.89}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_9bc92e3226681b03,program_identifier_candidate_hup-gme-fellowship-hematopathology-07d280563504-_734a8184be06f03a,hup_gme_fellowship_hematopathology_07d280563504,fellowship,Hematopathology,acgme_program_code,3114121069,acgme_public_program_search,Hematopathology,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""4521"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://pathology.med.upenn.edu/education/fellowships/programs/clinical-chemistry-fellowship""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_1c3ab5fa2f6731e2,program_identifier_candidate_hup-gme-fellowship-hospice-and-palliative-medici_8876ab552731f11f,hup_gme_fellowship_hospice-and-palliative-medicine_3b63fff1c082,fellowship,Hospice and Palliative Medicine,acgme_program_code,5404114048,acgme_public_program_search,Hospice and palliative medicine (multidisciplinary),University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,2,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 2, ""candidate_evidence"": {""acgme_data_item_key"": ""9952"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/education-and-training/fellowship-program-in-hospice-and-palliative-medicine""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_363233aca5fad9e4,program_identifier_candidate_hup-gme-fellowship-hospice-and-palliative-medici_36de9f8278d74a9e,hup_gme_fellowship_hospice-and-palliative-medicine_3b63fff1c082,fellowship,Hospice and Palliative Medicine,acgme_program_code,5404132013,acgme_public_program_search,Hospice and palliative medicine (multidisciplinary),Children's Hospital of Philadelphia Program,Philadelphia,review_acgme_identifier_candidate,review_affiliate_or_specialty_alias_identifier,review_affiliate_specialty_alias_or_chop_context_before_accepting,0.62,2,2,1,Candidate has useful ACGME evidence but needs source review before accepted identifier use.,"{""candidate_count_for_program"": 2, ""candidate_evidence"": {""acgme_data_item_key"": ""9750"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/education-and-training/fellowship-program-in-hospice-and-palliative-medicine""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_chop_affiliate_context"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_c9204cf6209bb36e,program_identifier_candidate_hup-gme-fellowship-infectious-disease-0dac4aa18b_056c2c0bcf38e183,hup_gme_fellowship_infectious-disease_0dac4aa18b6b,fellowship,Infectious Disease,acgme_program_code,1464121022,acgme_public_program_search,Infectious disease,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""2348"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-i_64cc41a3d1ea6c56,program_identifier_candidate_hup-gme-residency-internal-medicine-categorical-_aefa6ced75b43448,hup_gme_residency_internal-medicine-categorical_9138b3db3c42,residency,Internal Medicine - Categorical,acgme_program_code,1404111377,acgme_public_program_search,Internal medicine,Presbyterian Medical Center of the University of Pennsylvania Health System Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,1,4,2,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 4, ""candidate_evidence"": {""acgme_data_item_key"": ""1219"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical""}, ""close_candidate_count"": 2, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-i_9a62d3eeb0924cb9,program_identifier_candidate_hup-gme-residency-internal-medicine-categorical-_e72569bb574cb95d,hup_gme_residency_internal-medicine-categorical_9138b3db3c42,residency,Internal Medicine - Categorical,acgme_program_code,1404121380,acgme_public_program_search,Internal medicine,University of Pennsylvania Health System Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,2,4,2,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 4, ""candidate_evidence"": {""acgme_data_item_key"": ""1232"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical""}, ""close_candidate_count"": 2, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-i_4ede4665ed98d44b,program_identifier_candidate_hup-gme-residency-internal-medicine-categorical-_e5952333ea563ec7,hup_gme_residency_internal-medicine-categorical_9138b3db3c42,residency,Internal Medicine - Categorical,acgme_program_code,1404111376,acgme_public_program_search,Internal medicine,University of Pennsylvania Health System/Pennsylvania Hospital Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,3,4,2,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 4, ""candidate_evidence"": {""acgme_data_item_key"": ""1218"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical""}, ""close_candidate_count"": 2, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_mentions_university_of_pennsylvania"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-i_ef25076a9ef87225,program_identifier_candidate_hup-gme-residency-internal-medicine-categorical-_3948542eee2833a4,hup_gme_residency_internal-medicine-categorical_9138b3db3c42,residency,Internal Medicine - Categorical,acgme_program_code,7004114129,acgme_public_program_search,Internal medicine/Pediatrics,University of Pennsylvania Health System Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,4,4,2,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 4, ""candidate_evidence"": {""acgme_data_item_key"": ""8431"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical""}, ""close_candidate_count"": 2, ""match_reasons"": [""specialty_substring_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
