identifier_key,official_program_key,identifier_type,identifier_value,identifier_source,source_url,acceptance_status,confidence,accepted_from_candidate_key,accepted_at,evidence_json
official_program_identifier_hup-gme-fellowship-pain-medicine-384642e8f0d1-ac_f68c1e06a3bc47b1,hup_gme_fellowship_pain-medicine_384642e8f0d1,acgme_program_code,5304104026,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=5304104026,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-pain-medicine-384642e8f0d1-ac_d48ea69885dbff18,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""215"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/fellowship-programs""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Pain medicine (multidisciplinary)""}"
official_program_identifier_hup-gme-residency-pathology-anatomic-and-clinica_d4ba3cc7d2336613,hup_gme_residency_pathology-anatomic-and-clinical_611fe58e800d,acgme_program_code,3004121314,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3004121314,accepted,0.91,program_identifier_candidate_hup-gme-residency-pathology-anatomic-and-clinica_3151dff8f3fc9f87,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""4278"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://pathology.med.upenn.edu/education/residency/overview""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Pathology-anatomic and clinical""}"
official_program_identifier_hup-gme-residency-physical-medicine-and-rehabili_3d3b6a019e9a0657,hup_gme_residency_physical-medicine-and-rehabilitation_06323972b6bf,acgme_program_code,3404121058,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3404121058,accepted,0.91,program_identifier_candidate_hup-gme-residency-physical-medicine-and-rehabili_20582a5b4cc648bf,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""5509"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/physical-medicine-and-rehabilitation/education-and-training/residency-program""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Physical medicine and rehabilitation""}"
official_program_identifier_hup-gme-fellowship-plastic-surgery-b33a31a2ab76-_37cb4dfb38748e94,hup_gme_fellowship_plastic-surgery_b33a31a2ab76,acgme_program_code,3604121089,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3604121089,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-plastic-surgery-b33a31a2ab76-_9b540bcb091b53bf,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""5875"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/plastic-surgery""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Plastic surgery""}"
official_program_identifier_hup-gme-residency-plastic-surgery-integrated-17f_3d90ceb29bf7ba08,hup_gme_residency_plastic-surgery-integrated_17f8bbadcda0,acgme_program_code,3624100159,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3624100159,accepted,0.91,program_identifier_candidate_hup-gme-residency-plastic-surgery-integrated-17f_5731c21248951979,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""10982"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/plastic-surgery""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Plastic Surgery - Integrated""}"
official_program_identifier_hup-gme-fellowship-pulmonary-disease-and-critica_68e7025f6418f2eb,hup_gme_fellowship_pulmonary-disease-and-critical-care-medicine_9c4d89b19f6a,acgme_program_code,1564121088,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1564121088,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-pulmonary-disease-and-critica_6d7cc43747c04281,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""2830"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/education-and-training/fellowship-offerings""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Pulmonary disease and critical care medicine""}"
official_program_identifier_hup-gme-residency-radiation-oncology-1ae0f3bafe3_ba41cce69505afdb,hup_gme_residency_radiation-oncology_1ae0f3bafe3a,acgme_program_code,4304121087,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4304121087,accepted,0.91,program_identifier_candidate_hup-gme-residency-radiation-oncology-1ae0f3bafe3_f3ad937f745752a9,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""6649"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/radiationoncologymedicalresidency/""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Radiation oncology""}"
official_program_identifier_hup-gme-residency-radiology-interventional-indep_5435689d8199e64b,hup_gme_residency_radiology-interventional-independent_951079567585,acgme_program_code,4154100001,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4154100001,accepted,0.89,program_identifier_candidate_hup-gme-residency-radiology-interventional-indep_289fbb2fd9cc87ac,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""28170"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs/irdr-interventional-radiology""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Interventional radiology - independent""}"
official_program_identifier_hup-gme-residency-radiology-interventional-integ_d9e932813b276e4d,hup_gme_residency_radiology-interventional-integrated_278955441e4c,acgme_program_code,4164100002,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4164100002,accepted,0.89,program_identifier_candidate_hup-gme-residency-radiology-interventional-integ_469761aa7a7c777d,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""28171"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs/irdr-interventional-radiology""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Interventional radiology - integrated""}"
official_program_identifier_hup-gme-fellowship-reproductive-endocrinology-an_e254e42e77dda92d,hup_gme_fellowship_reproductive-endocrinology-and-infertility_2a70bffffe74,acgme_program_code,2354122003,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2354122003,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-reproductive-endocrinology-an_5ef06defc285fa5a,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""33246"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/reproductive-endocrinology""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Reproductive endocrinology and infertility""}"
official_program_identifier_hup-gme-fellowship-rheumatology-9d68fdcba87c-acg_cae674640b7fdd15,hup_gme_fellowship_rheumatology_9d68fdcba87c,acgme_program_code,1504121015,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1504121015,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-rheumatology-9d68fdcba87c-acg_8f4c61acaacebcfe,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""2341"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/rheumatology/education-and-training/fellowship-programs""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Rheumatology""}"
official_program_identifier_hup-gme-fellowship-sleep-medicine-06588f67c016-a_631a854d77bb4007,hup_gme_fellowship_sleep-medicine_06588f67c016,acgme_program_code,5204114051,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=5204114051,accepted,0.87,program_identifier_candidate_hup-gme-fellowship-sleep-medicine-06588f67c016-a_762eda6011f8808b,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""8984"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/sleepctr/clinical-fellowship.html""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System/Children's Hospital of Philadelphia Program"", ""source_program_specialty"": ""Sleep medicine (multidisciplinary)""}"
official_program_identifier_hup-gme-residency-thoracic-surgery-integrated-d1_79c9342e7a857501,hup_gme_residency_thoracic-surgery-integrated_d1e421f5c16a,acgme_program_code,4614121082,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4614121082,accepted,0.91,program_identifier_candidate_hup-gme-residency-thoracic-surgery-integrated-d1_7dacbdeb8219e5ed,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""10156"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/cardiothoracic-residency""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Thoracic surgery - integrated""}"
official_program_identifier_hup-gme-fellowship-transplant-hepatology-f4d7a20_941d7cad4502aef6,hup_gme_fellowship_transplant-hepatology_f4d7a209f96e,acgme_program_code,1584114054,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1584114054,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-transplant-hepatology-f4d7a20_c4bb29f3fa1af657,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""10632"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/transplant-hepatology-fellowship""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Transplant hepatology""}"
official_program_identifier_hup-gme-fellowship-trauma-and-surgical-critical-_202b15d42d3028fe,hup_gme_fellowship_trauma-and-surgical-critical-care_5fa0f17c1f74,acgme_program_code,4424121056,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4424121056,accepted,0.89,program_identifier_candidate_hup-gme-fellowship-trauma-and-surgical-critical-_38a5f3b6dabcd3ff,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""6572"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Surgical critical care""}"
official_program_identifier_hup-gme-fellowship-undersea-and-hyperbaric-medic_272408b4c04a6db2,hup_gme_fellowship_undersea-and-hyperbaric-medicine_141573b3b9af,acgme_program_code,1194121001,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1194121001,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-undersea-and-hyperbaric-medic_365712617583591f,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""8743"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/emergency-medicine/education-and-training/fellowship-program/hyperbaric-medicine""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Undersea and hyperbaric medicine (Emergency medicine)""}"
official_program_identifier_hup-gme-fellowship-urogynecology-and-reconstruct_589a57aa36a19c3e,hup_gme_fellowship_urogynecology-and-reconstructive-pelvic-surgery_cd33cc4131ec,acgme_program_code,2214122002,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2214122002,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-urogynecology-and-reconstruct_72ae81e85e1d8365,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""25660"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/urogynecology""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Urogynecology and Reconstructive Pelvic Surgery (OBGYN)""}"
official_program_identifier_hup-gme-residency-urology-c8ae21f3f7ee-acgme-pro_ddeaa937fff90266,hup_gme_residency_urology_c8ae21f3f7ee,acgme_program_code,4804121134,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4804121134,accepted,0.91,program_identifier_candidate_hup-gme-residency-urology-c8ae21f3f7ee-acgme-480_6cc3d9b240fb9dbb,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""7313"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/urology-residency""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Urology""}"
official_program_identifier_hup-gme-fellowship-vascular-neurology-9ffa1cb417_028b671393544e63,hup_gme_fellowship_vascular-neurology_9ffa1cb417d9,acgme_program_code,1884121056,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1884121056,accepted,0.91,program_identifier_candidate_hup-gme-fellowship-vascular-neurology-9ffa1cb417_6b32b5b20ce68899,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""9956"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://neurofellowships.uphs.upenn.edu/p/neurovascular.html""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Vascular neurology""}"
official_program_identifier_hup-gme-residency-vascular-surgery-integrated-ef_5d1ab94aa4412f73,hup_gme_residency_vascular-surgery-integrated_ef92a75c5715,acgme_program_code,4514100120,acgme_public_program_search,https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4514100120,accepted,0.91,program_identifier_candidate_hup-gme-residency-vascular-surgery-integrated-ef_193245c6e0192d31,2026-06-02T09:32:56.800704+00:00,"{""candidate_evidence"": {""acgme_data_item_key"": ""10961"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/vascular-surgery-integrated-residency""}, ""rationale"": ""Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling."", ""reconciliation_status"": ""accepted_official_program_identifier"", ""source_city"": ""Philadelphia"", ""source_program_name"": ""University of Pennsylvania Health System Program"", ""source_program_specialty"": ""Vascular surgery - integrated""}"
