candidate_key,official_program_key,official_program_type,official_program_name,official_department,identifier_type,identifier_value,identifier_source,source_program_specialty,source_program_name,source_city,source_state,source_status_json,source_url,candidate_status,confidence,match_reasons_json,evidence_json,observed_at
program_identifier_candidate_hup-gme-fellowship-surgical-pathology-selective-_59f9ef887afcaf0d,hup_gme_fellowship_surgical-pathology-selective_5274f90ae04d,fellowship,Surgical Pathology (Selective),Pathology and Laboratory Medicine,acgme_program_code,,acgme_public_program_search,,,,Pennsylvania,,,no_acgme_identifier_found,0.0,[],"{""official_program_url"": ""https://pathology.med.upenn.edu/education/fellowships/programs/surgical-pathology"", ""reason"": ""No Pennsylvania ACGME row crossed the conservative Penn affiliation and specialty threshold.""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-thoracic-surgery-cardiac-trac_a97912aacb828829,hup_gme_fellowship_thoracic-surgery-cardiac-track_363e9f82d35a,fellowship,Thoracic Surgery - Cardiac Track,Surgery,acgme_program_code,4604121082,acgme_public_program_search,Thoracic surgery - independent,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4604121082,strong_acgme_identifier_candidate,0.89,"[""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""7253"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/thoracic-surgery-fellowship-cardiac-track""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-thoracic-surgery-thoracic-tra_29ffb311299d9721,hup_gme_fellowship_thoracic-surgery-thoracic-track_4ee6dc4e3ded,fellowship,Thoracic Surgery - Thoracic Track,Surgery,acgme_program_code,4604121082,acgme_public_program_search,Thoracic surgery - independent,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4604121082,strong_acgme_identifier_candidate,0.89,"[""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""7253"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/thoracic-surgery-fellowship-thoracic-track""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-transplant-hepatology-f4d7a20_c4bb29f3fa1af657,hup_gme_fellowship_transplant-hepatology_f4d7a209f96e,fellowship,Transplant Hepatology,Internal Medicine,acgme_program_code,1584114054,acgme_public_program_search,Transplant hepatology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1584114054,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""10632"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/transplant-hepatology-fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-trauma-and-surgical-critical-_38a5f3b6dabcd3ff,hup_gme_fellowship_trauma-and-surgical-critical-care_5fa0f17c1f74,fellowship,Trauma and Surgical Critical Care,Surgery,acgme_program_code,4424121056,acgme_public_program_search,Surgical critical care,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4424121056,strong_acgme_identifier_candidate,0.89,"[""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""6572"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-undersea-and-hyperbaric-medic_365712617583591f,hup_gme_fellowship_undersea-and-hyperbaric-medicine_141573b3b9af,fellowship,Undersea and Hyperbaric Medicine,Emergency Medicine,acgme_program_code,1194121001,acgme_public_program_search,Undersea and hyperbaric medicine (Emergency medicine),University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1194121001,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""8743"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/emergency-medicine/education-and-training/fellowship-program/hyperbaric-medicine""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-urogynecology-and-reconstruct_72ae81e85e1d8365,hup_gme_fellowship_urogynecology-and-reconstructive-pelvic-surgery_cd33cc4131ec,fellowship,Urogynecology and Reconstructive Pelvic Surgery,Obstetrics and Gynecology,acgme_program_code,2214122002,acgme_public_program_search,Urogynecology and Reconstructive Pelvic Surgery (OBGYN),University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2214122002,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""25660"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/urogynecology""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-vascular-neurology-9ffa1cb417_6b32b5b20ce68899,hup_gme_fellowship_vascular-neurology_9ffa1cb417d9,fellowship,Vascular Neurology,Neurology,acgme_program_code,1884121056,acgme_public_program_search,Vascular neurology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1884121056,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""9956"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://neurofellowships.uphs.upenn.edu/p/neurovascular.html""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-vascular-surgery-f567e24e8540_415a72bf2153b9ec,hup_gme_fellowship_vascular-surgery_f567e24e8540,fellowship,Vascular Surgery,Surgery,acgme_program_code,4504121052,acgme_public_program_search,Vascular surgery - independent,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4504121052,ambiguous_acgme_identifier_candidate,0.8,"[""specialty_substring_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""7028"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/vascular-surgery-fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-vascular-surgery-f567e24e8540_ee4dc89bf4059474,hup_gme_fellowship_vascular-surgery_f567e24e8540,fellowship,Vascular Surgery,Surgery,acgme_program_code,4504131074,acgme_public_program_search,Vascular surgery - independent,Pennsylvania Hospital of the University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""5"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4504131074,ambiguous_acgme_identifier_candidate,0.8,"[""specialty_substring_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""7034"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/vascular-surgery-fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-anesthesiology-594ed9d7c592-ac_b50499bf9b0237d4,hup_gme_residency_anesthesiology_594ed9d7c592,residency,Anesthesiology,Anesthesiology,acgme_program_code,0404121134,acgme_public_program_search,Anesthesiology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=0404121134,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""331"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-dermatology-cabc25fcd11c-acgme_fe2073f2f287b992,hup_gme_residency_dermatology_cabc25fcd11c,residency,Dermatology,Dermatology,acgme_program_code,0804121080,acgme_public_program_search,Dermatology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=0804121080,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""627"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": """"}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-emergency-medicine-844b6b007cf_acd9b36673a5ea20,hup_gme_residency_emergency-medicine_844b6b007cf3,residency,Emergency Medicine,Emergency Medicine,acgme_program_code,1104121148,acgme_public_program_search,Emergency medicine,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1104121148,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""745"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/emergency-medicine""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-family-medicine-3364df227181-a_a840e88900cdf9e3,hup_gme_residency_family-medicine_3364df227181,residency,Family Medicine,Family Medicine,acgme_program_code,1204121633,acgme_public_program_search,Family medicine,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1204121633,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""7967"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/family-medicine-and-community-health/education-and-training/residency""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-family-medicine-3364df227181-a_693f3be46324f46f,hup_gme_residency_family-medicine_3364df227181,residency,Family Medicine,Family Medicine,acgme_program_code,1204121477,acgme_public_program_search,Family medicine,University of Pennsylvania Health System Program,Springfield,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1204121477,strong_acgme_identifier_candidate,0.85,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_non_philadelphia""]","{""acgme_data_item_key"": ""7962"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/family-medicine-and-community-health/education-and-training/residency""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-general-surgery-2aa52ee5a7ea-a_028dbe20f91983bc,hup_gme_residency_general-surgery_2aa52ee5a7ea,residency,General Surgery,Surgery,acgme_program_code,4404111298,acgme_public_program_search,Surgery,Pennsylvania Hospital of the University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""5"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4404111298,ambiguous_acgme_identifier_candidate,0.89,"[""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""7065"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/general-surgery-residency""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-general-surgery-2aa52ee5a7ea-a_0d79dd911ee42404,hup_gme_residency_general-surgery_2aa52ee5a7ea,residency,General Surgery,Surgery,acgme_program_code,4404121302,acgme_public_program_search,Surgery,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4404121302,ambiguous_acgme_identifier_candidate,0.89,"[""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""7079"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/general-surgery-residency""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-internal-medicine-categorical-_aefa6ced75b43448,hup_gme_residency_internal-medicine-categorical_9138b3db3c42,residency,Internal Medicine - Categorical,Internal Medicine,acgme_program_code,1404111377,acgme_public_program_search,Internal medicine,Presbyterian Medical Center of the University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""5"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1404111377,ambiguous_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""1219"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-internal-medicine-categorical-_e72569bb574cb95d,hup_gme_residency_internal-medicine-categorical_9138b3db3c42,residency,Internal Medicine - Categorical,Internal Medicine,acgme_program_code,1404121380,acgme_public_program_search,Internal medicine,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1404121380,ambiguous_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""1232"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-internal-medicine-categorical-_e5952333ea563ec7,hup_gme_residency_internal-medicine-categorical_9138b3db3c42,residency,Internal Medicine - Categorical,Internal Medicine,acgme_program_code,1404111376,acgme_public_program_search,Internal medicine,University of Pennsylvania Health System/Pennsylvania Hospital Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1404111376,ambiguous_acgme_identifier_candidate,0.81,"[""exact_specialty_name_match"", ""acgme_name_mentions_university_of_pennsylvania"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""1218"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-internal-medicine-categorical-_3948542eee2833a4,hup_gme_residency_internal-medicine-categorical_9138b3db3c42,residency,Internal Medicine - Categorical,Internal Medicine,acgme_program_code,7004114129,acgme_public_program_search,Internal medicine/Pediatrics,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=7004114129,ambiguous_acgme_identifier_candidate,0.8,"[""specialty_substring_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""8431"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-internal-medicine-dermatology-_76f67c7174f5e62b,hup_gme_residency_internal-medicine-dermatology_015c313980a7,residency,Internal Medicine - Dermatology,Internal Medicine,acgme_program_code,1404111377,acgme_public_program_search,Internal medicine,Presbyterian Medical Center of the University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""5"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1404111377,ambiguous_acgme_identifier_candidate,0.8,"[""specialty_substring_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""1219"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/combined-internal-medicine-dermatology-program""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-internal-medicine-dermatology-_48e120f9ef6cb681,hup_gme_residency_internal-medicine-dermatology_015c313980a7,residency,Internal Medicine - Dermatology,Internal Medicine,acgme_program_code,1404121380,acgme_public_program_search,Internal medicine,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1404121380,ambiguous_acgme_identifier_candidate,0.8,"[""specialty_substring_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""1232"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/combined-internal-medicine-dermatology-program""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-internal-medicine-dermatology-_8c1e713450ed0839,hup_gme_residency_internal-medicine-dermatology_015c313980a7,residency,Internal Medicine - Dermatology,Internal Medicine,acgme_program_code,1404111376,acgme_public_program_search,Internal medicine,University of Pennsylvania Health System/Pennsylvania Hospital Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1404111376,review_acgme_identifier_candidate,0.7,"[""specialty_substring_match"", ""acgme_name_mentions_university_of_pennsylvania"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""1218"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/combined-internal-medicine-dermatology-program""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-internal-medicine-pediatrics-f_7cbb9abc6d9cb6f7,hup_gme_residency_internal-medicine-pediatrics_f13d195cb767,residency,Internal Medicine - Pediatrics,Internal Medicine,acgme_program_code,7004114129,acgme_public_program_search,Internal medicine/Pediatrics,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=7004114129,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""8431"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/combined-internal-medicine-pediatrics-program""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-internal-medicine-pediatrics-f_1bf32cf7d5058d53,hup_gme_residency_internal-medicine-pediatrics_f13d195cb767,residency,Internal Medicine - Pediatrics,Internal Medicine,acgme_program_code,1404111377,acgme_public_program_search,Internal medicine,Presbyterian Medical Center of the University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""5"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1404111377,review_acgme_identifier_candidate,0.8,"[""specialty_substring_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""1219"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/combined-internal-medicine-pediatrics-program""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-internal-medicine-pediatrics-f_1cf359ff7030a0c7,hup_gme_residency_internal-medicine-pediatrics_f13d195cb767,residency,Internal Medicine - Pediatrics,Internal Medicine,acgme_program_code,1404121380,acgme_public_program_search,Internal medicine,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1404121380,review_acgme_identifier_candidate,0.8,"[""specialty_substring_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""1232"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/combined-internal-medicine-pediatrics-program""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-internal-medicine-pediatrics-f_ed4d647813de5e72,hup_gme_residency_internal-medicine-pediatrics_f13d195cb767,residency,Internal Medicine - Pediatrics,Internal Medicine,acgme_program_code,1404111376,acgme_public_program_search,Internal medicine,University of Pennsylvania Health System/Pennsylvania Hospital Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1404111376,review_acgme_identifier_candidate,0.7,"[""specialty_substring_match"", ""acgme_name_mentions_university_of_pennsylvania"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""1218"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/combined-internal-medicine-pediatrics-program""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-neurological-surgery-3ea755072_6ff94c83ebab59b1,hup_gme_residency_neurological-surgery_3ea755072bf0,residency,Neurological Surgery,Neurological Surgery,acgme_program_code,1604121075,acgme_public_program_search,Neurological surgery,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1604121075,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""3055"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/neurosurgery/education-and-training/residency""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-neurology-7c1f5f7cae7a-acgme-1_1c1201230bbfd42a,hup_gme_residency_neurology_7c1f5f7cae7a,residency,Neurology,Neurology,acgme_program_code,1804121102,acgme_public_program_search,Neurology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1804121102,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""3433"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://neuroresidency.uphs.upenn.edu/""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-obstetrics-and-gynecology-6b90_02f186baef3068a9,hup_gme_residency_obstetrics-and-gynecology_6b909ad970f4,residency,Obstetrics and Gynecology,Obstetrics and Gynecology,acgme_program_code,2204111256,acgme_public_program_search,Obstetrics and gynecology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2204111256,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""3183"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/residency-programs/obgyn-residency-program-hup""}",2026-06-02T10:06:52.674352+00:00
