query_key,event_group_key,display_name,normalized_name,query_kind,query,query_url
attending_history_query_michael-costello-official-penn-profile-site-pennmedicine-org-michael-cos_fb7188d220a6,michael costello,"Michael Costello, MD",michael costello,official_penn_profile,"site:pennmedicine.org ""Michael Costello, MD""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Michael+Costello%2C+MD%22
attending_history_query_michael-costello-official-penn-profile-site-pennmedicine-org-michael-cos_6f1cb87b7131,michael costello,"Michael Costello, MD",michael costello,official_penn_profile,"site:pennmedicine.org ""michael costello""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22michael+costello%22
attending_history_query_michael-costello-upenn-profile-or-cv-site-med-upenn-edu-michael-costello_b9c8e440ebf7,michael costello,"Michael Costello, MD",michael costello,upenn_profile_or_cv,"site:med.upenn.edu ""Michael Costello, MD"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Michael+Costello%2C+MD%22+CV+OR+%22curriculum+vitae%22
attending_history_query_michael-costello-upenn-profile-or-cv-site-upenn-edu-michael-costello-md-_b001e2ccd92d,michael costello,"Michael Costello, MD",michael costello,upenn_profile_or_cv,"site:upenn.edu ""Michael Costello, MD"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Michael+Costello%2C+MD%22+fellowship+OR+residency
attending_history_query_miguel-a-paniagua-historical-penn-training-miguel-a-paniagua-md-facp-faa_89c6a1819576,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,historical_penn_training,"""Miguel A Paniagua, MD, FACP, FAAHPM"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Miguel+A+Paniagua%2C+MD%2C+FACP%2C+FAAHPM%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_miguel-a-paniagua-historical-penn-training-miguel-a-paniagua-md-facp-faa_d9cd7ee398a3,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,historical_penn_training,"""Miguel A Paniagua, MD, FACP, FAAHPM"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Miguel+A+Paniagua%2C+MD%2C+FACP%2C+FAAHPM%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_miguel-a-paniagua-historical-penn-training-miguel-a-paniagua-md-facp-faa_f29acee4d584,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,historical_penn_training,"""Miguel A Paniagua, MD, FACP, FAAHPM"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Miguel+A+Paniagua%2C+MD%2C+FACP%2C+FAAHPM%22+%22Penn%22+fellowship
attending_history_query_miguel-a-paniagua-historical-penn-training-miguel-a-paniagua-md-facp-faa_f16a70b914d5,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,historical_penn_training,"""Miguel A Paniagua, MD, FACP, FAAHPM"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Miguel+A+Paniagua%2C+MD%2C+FACP%2C+FAAHPM%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_miguel-a-paniagua-historical-penn-training-miguel-a-paniagua-hospital-of_b2bad13dee07,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,historical_penn_training,"""miguel a paniagua"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22miguel+a+paniagua%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_miguel-a-paniagua-historical-penn-training-miguel-a-paniagua-penn-fellow_1d5dfd319d10,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,historical_penn_training,"""miguel a paniagua"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22miguel+a+paniagua%22+%22Penn%22+fellowship
attending_history_query_miguel-a-paniagua-historical-penn-training-miguel-a-paniagua-university-_8ee12f1e3278,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,historical_penn_training,"""miguel a paniagua"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22miguel+a+paniagua%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_miguel-a-paniagua-historical-penn-training-miguel-a-paniagua-university-_dfa140f79f50,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,historical_penn_training,"""miguel a paniagua"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22miguel+a+paniagua%22+%22University+of+Pennsylvania%22+residency
attending_history_query_miguel-a-paniagua-historical-roster-or-alumni-miguel-a-paniagua-md-facp-_b6b76fc4eacd,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,historical_roster_or_alumni,"""Miguel A Paniagua, MD, FACP, FAAHPM"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Miguel+A+Paniagua%2C+MD%2C+FACP%2C+FAAHPM%22+Penn+%22class+of%22+resident+fellow
attending_history_query_miguel-a-paniagua-historical-roster-or-alumni-miguel-a-paniagua-md-facp-_fc4732d3f21c,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,historical_roster_or_alumni,"""Miguel A Paniagua, MD, FACP, FAAHPM"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Miguel+A+Paniagua%2C+MD%2C+FACP%2C+FAAHPM%22+Penn+alumni+fellow+resident
attending_history_query_miguel-a-paniagua-official-penn-profile-site-pennmedicine-org-miguel-a-p_be1760c75d1c,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,official_penn_profile,"site:pennmedicine.org ""Miguel A Paniagua, MD, FACP, FAAHPM""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Miguel+A+Paniagua%2C+MD%2C+FACP%2C+FAAHPM%22
attending_history_query_miguel-a-paniagua-official-penn-profile-site-pennmedicine-org-miguel-a-p_55d603f67fba,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,official_penn_profile,"site:pennmedicine.org ""miguel a paniagua""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22miguel+a+paniagua%22
attending_history_query_miguel-a-paniagua-upenn-profile-or-cv-site-med-upenn-edu-miguel-a-paniag_aa03b09bdbed,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,upenn_profile_or_cv,"site:med.upenn.edu ""Miguel A Paniagua, MD, FACP, FAAHPM"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Miguel+A+Paniagua%2C+MD%2C+FACP%2C+FAAHPM%22+CV+OR+%22curriculum+vitae%22
attending_history_query_miguel-a-paniagua-upenn-profile-or-cv-site-upenn-edu-miguel-a-paniagua-m_4d6e93dbf749,miguel a paniagua,"Miguel A Paniagua, MD, FACP, FAAHPM",miguel a paniagua,upenn_profile_or_cv,"site:upenn.edu ""Miguel A Paniagua, MD, FACP, FAAHPM"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Miguel+A+Paniagua%2C+MD%2C+FACP%2C+FAAHPM%22+fellowship+OR+residency
attending_history_query_nevena-damjanov-historical-penn-training-nevena-damjanov-md-hospital-of-_3257bbe3956b,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,historical_penn_training,"""Nevena Damjanov, MD"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Nevena+Damjanov%2C+MD%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_nevena-damjanov-historical-penn-training-nevena-damjanov-md-penn-medicin_89fcf7ca4047,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,historical_penn_training,"""Nevena Damjanov, MD"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Nevena+Damjanov%2C+MD%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_nevena-damjanov-historical-penn-training-nevena-damjanov-md-penn-fellows_c4ed447afff3,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,historical_penn_training,"""Nevena Damjanov, MD"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Nevena+Damjanov%2C+MD%22+%22Penn%22+fellowship
attending_history_query_nevena-damjanov-historical-penn-training-nevena-damjanov-md-university-o_b958edf22ccb,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,historical_penn_training,"""Nevena Damjanov, MD"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Nevena+Damjanov%2C+MD%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_nevena-damjanov-historical-penn-training-nevena-damjanov-hospital-of-the_97beb89ae505,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,historical_penn_training,"""nevena damjanov"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22nevena+damjanov%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_nevena-damjanov-historical-penn-training-nevena-damjanov-penn-fellowship_4d626db956c7,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,historical_penn_training,"""nevena damjanov"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22nevena+damjanov%22+%22Penn%22+fellowship
attending_history_query_nevena-damjanov-historical-penn-training-nevena-damjanov-university-of-p_3126c9569480,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,historical_penn_training,"""nevena damjanov"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22nevena+damjanov%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_nevena-damjanov-historical-penn-training-nevena-damjanov-university-of-p_333b83de152d,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,historical_penn_training,"""nevena damjanov"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22nevena+damjanov%22+%22University+of+Pennsylvania%22+residency
attending_history_query_nevena-damjanov-historical-roster-or-alumni-nevena-damjanov-md-penn-clas_46a46ad622e5,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,historical_roster_or_alumni,"""Nevena Damjanov, MD"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Nevena+Damjanov%2C+MD%22+Penn+%22class+of%22+resident+fellow
attending_history_query_nevena-damjanov-historical-roster-or-alumni-nevena-damjanov-md-penn-alum_69226cd56d55,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,historical_roster_or_alumni,"""Nevena Damjanov, MD"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Nevena+Damjanov%2C+MD%22+Penn+alumni+fellow+resident
attending_history_query_nevena-damjanov-official-penn-profile-site-pennmedicine-org-nevena-damja_e69b1233c4e1,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,official_penn_profile,"site:pennmedicine.org ""Nevena Damjanov, MD""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Nevena+Damjanov%2C+MD%22
attending_history_query_nevena-damjanov-official-penn-profile-site-pennmedicine-org-nevena-damja_dc42a8212138,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,official_penn_profile,"site:pennmedicine.org ""nevena damjanov""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22nevena+damjanov%22
attending_history_query_nevena-damjanov-upenn-profile-or-cv-site-med-upenn-edu-nevena-damjanov-m_a8b946793f71,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,upenn_profile_or_cv,"site:med.upenn.edu ""Nevena Damjanov, MD"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Nevena+Damjanov%2C+MD%22+CV+OR+%22curriculum+vitae%22
attending_history_query_nevena-damjanov-upenn-profile-or-cv-site-upenn-edu-nevena-damjanov-md-fe_93815d07a797,nevena damjanov,"Nevena Damjanov, MD",nevena damjanov,upenn_profile_or_cv,"site:upenn.edu ""Nevena Damjanov, MD"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Nevena+Damjanov%2C+MD%22+fellowship+OR+residency
attending_history_query_nicholas-woods-freedman-historical-penn-training-nicholas-woods-freedman_43311ac74bdf,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,historical_penn_training,"""Nicholas Woods Freedman, DO"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Nicholas+Woods+Freedman%2C+DO%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_nicholas-woods-freedman-historical-penn-training-nicholas-woods-freedman_59c488633588,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,historical_penn_training,"""Nicholas Woods Freedman, DO"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Nicholas+Woods+Freedman%2C+DO%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_nicholas-woods-freedman-historical-penn-training-nicholas-woods-freedman_154590f2a895,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,historical_penn_training,"""Nicholas Woods Freedman, DO"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Nicholas+Woods+Freedman%2C+DO%22+%22Penn%22+fellowship
attending_history_query_nicholas-woods-freedman-historical-penn-training-nicholas-woods-freedman_b849d90a0e90,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,historical_penn_training,"""Nicholas Woods Freedman, DO"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Nicholas+Woods+Freedman%2C+DO%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_nicholas-woods-freedman-historical-penn-training-nicholas-woods-freedman_1c8bd1a22f29,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,historical_penn_training,"""nicholas woods freedman"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22nicholas+woods+freedman%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_nicholas-woods-freedman-historical-penn-training-nicholas-woods-freedman_8c75b7658b55,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,historical_penn_training,"""nicholas woods freedman"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22nicholas+woods+freedman%22+%22Penn%22+fellowship
attending_history_query_nicholas-woods-freedman-historical-penn-training-nicholas-woods-freedman_d5f1193983c2,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,historical_penn_training,"""nicholas woods freedman"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22nicholas+woods+freedman%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_nicholas-woods-freedman-historical-penn-training-nicholas-woods-freedman_9248c6adf339,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,historical_penn_training,"""nicholas woods freedman"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22nicholas+woods+freedman%22+%22University+of+Pennsylvania%22+residency
attending_history_query_nicholas-woods-freedman-historical-roster-or-alumni-nicholas-woods-freed_b3c877bc848a,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,historical_roster_or_alumni,"""Nicholas Woods Freedman, DO"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Nicholas+Woods+Freedman%2C+DO%22+Penn+%22class+of%22+resident+fellow
attending_history_query_nicholas-woods-freedman-historical-roster-or-alumni-nicholas-woods-freed_a446533aa796,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,historical_roster_or_alumni,"""Nicholas Woods Freedman, DO"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Nicholas+Woods+Freedman%2C+DO%22+Penn+alumni+fellow+resident
attending_history_query_nicholas-woods-freedman-official-penn-profile-site-pennmedicine-org-nich_59cfe1344445,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,official_penn_profile,"site:pennmedicine.org ""Nicholas Woods Freedman, DO""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Nicholas+Woods+Freedman%2C+DO%22
attending_history_query_nicholas-woods-freedman-official-penn-profile-site-pennmedicine-org-nich_57369dfe8744,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,official_penn_profile,"site:pennmedicine.org ""nicholas woods freedman""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22nicholas+woods+freedman%22
attending_history_query_nicholas-woods-freedman-upenn-profile-or-cv-site-med-upenn-edu-nicholas-_383f6a6bb9ce,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,upenn_profile_or_cv,"site:med.upenn.edu ""Nicholas Woods Freedman, DO"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Nicholas+Woods+Freedman%2C+DO%22+CV+OR+%22curriculum+vitae%22
attending_history_query_nicholas-woods-freedman-upenn-profile-or-cv-site-upenn-edu-nicholas-wood_936d1932ff2f,nicholas woods freedman,"Nicholas Woods Freedman, DO",nicholas woods freedman,upenn_profile_or_cv,"site:upenn.edu ""Nicholas Woods Freedman, DO"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Nicholas+Woods+Freedman%2C+DO%22+fellowship+OR+residency
attending_history_query_niharika-ganta-historical-penn-training-niharika-ganta-md-mph-hospital-o_b417cb443631,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,historical_penn_training,"""Niharika Ganta, MD, MPH"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Niharika+Ganta%2C+MD%2C+MPH%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_niharika-ganta-historical-penn-training-niharika-ganta-md-mph-penn-medic_286617e459d5,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,historical_penn_training,"""Niharika Ganta, MD, MPH"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Niharika+Ganta%2C+MD%2C+MPH%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_niharika-ganta-historical-penn-training-niharika-ganta-md-mph-penn-fello_6a145133b0a1,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,historical_penn_training,"""Niharika Ganta, MD, MPH"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Niharika+Ganta%2C+MD%2C+MPH%22+%22Penn%22+fellowship
attending_history_query_niharika-ganta-historical-penn-training-niharika-ganta-md-mph-university_adfa50ddfc24,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,historical_penn_training,"""Niharika Ganta, MD, MPH"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Niharika+Ganta%2C+MD%2C+MPH%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_niharika-ganta-historical-penn-training-niharika-ganta-hospital-of-the-u_f0a5f25bc5c5,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,historical_penn_training,"""niharika ganta"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22niharika+ganta%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_niharika-ganta-historical-penn-training-niharika-ganta-penn-fellowship_5c6038396f7e,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,historical_penn_training,"""niharika ganta"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22niharika+ganta%22+%22Penn%22+fellowship
attending_history_query_niharika-ganta-historical-penn-training-niharika-ganta-university-of-pen_3b607bee22af,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,historical_penn_training,"""niharika ganta"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22niharika+ganta%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_niharika-ganta-historical-penn-training-niharika-ganta-university-of-pen_05f4f3808fbe,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,historical_penn_training,"""niharika ganta"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22niharika+ganta%22+%22University+of+Pennsylvania%22+residency
attending_history_query_niharika-ganta-historical-roster-or-alumni-niharika-ganta-md-mph-penn-cl_f7817ea9b8ef,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,historical_roster_or_alumni,"""Niharika Ganta, MD, MPH"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Niharika+Ganta%2C+MD%2C+MPH%22+Penn+%22class+of%22+resident+fellow
attending_history_query_niharika-ganta-historical-roster-or-alumni-niharika-ganta-md-mph-penn-al_ab6ef7572866,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,historical_roster_or_alumni,"""Niharika Ganta, MD, MPH"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Niharika+Ganta%2C+MD%2C+MPH%22+Penn+alumni+fellow+resident
attending_history_query_niharika-ganta-official-penn-profile-site-pennmedicine-org-niharika-gant_70e4411fc47d,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,official_penn_profile,"site:pennmedicine.org ""Niharika Ganta, MD, MPH""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Niharika+Ganta%2C+MD%2C+MPH%22
attending_history_query_niharika-ganta-official-penn-profile-site-pennmedicine-org-niharika-gant_c761ac2799a7,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,official_penn_profile,"site:pennmedicine.org ""niharika ganta""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22niharika+ganta%22
attending_history_query_niharika-ganta-upenn-profile-or-cv-site-med-upenn-edu-niharika-ganta-md-_ecf8824e004d,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,upenn_profile_or_cv,"site:med.upenn.edu ""Niharika Ganta, MD, MPH"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Niharika+Ganta%2C+MD%2C+MPH%22+CV+OR+%22curriculum+vitae%22
attending_history_query_niharika-ganta-upenn-profile-or-cv-site-upenn-edu-niharika-ganta-md-mph-_0c4e87246f12,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,upenn_profile_or_cv,"site:upenn.edu ""Niharika Ganta, MD, MPH"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Niharika+Ganta%2C+MD%2C+MPH%22+fellowship+OR+residency
attending_history_query_olajumoke-o-fadugba-historical-penn-training-olajumoke-o-fadugba-md-hosp_8dcc34132d20,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,historical_penn_training,"""Olajumoke O. Fadugba, MD"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Olajumoke+O.+Fadugba%2C+MD%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_olajumoke-o-fadugba-historical-penn-training-olajumoke-o-fadugba-md-penn_3bad2f9cd487,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,historical_penn_training,"""Olajumoke O. Fadugba, MD"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Olajumoke+O.+Fadugba%2C+MD%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_olajumoke-o-fadugba-historical-penn-training-olajumoke-o-fadugba-md-penn_2127352b4517,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,historical_penn_training,"""Olajumoke O. Fadugba, MD"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Olajumoke+O.+Fadugba%2C+MD%22+%22Penn%22+fellowship
attending_history_query_olajumoke-o-fadugba-historical-penn-training-olajumoke-o-fadugba-md-univ_203837bfbad0,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,historical_penn_training,"""Olajumoke O. Fadugba, MD"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Olajumoke+O.+Fadugba%2C+MD%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_olajumoke-o-fadugba-historical-penn-training-olajumoke-o-fadugba-hospita_81d3c101104b,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,historical_penn_training,"""olajumoke o fadugba"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22olajumoke+o+fadugba%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_olajumoke-o-fadugba-historical-penn-training-olajumoke-o-fadugba-penn-fe_2db5f0d724fc,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,historical_penn_training,"""olajumoke o fadugba"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22olajumoke+o+fadugba%22+%22Penn%22+fellowship
attending_history_query_olajumoke-o-fadugba-historical-penn-training-olajumoke-o-fadugba-univers_4d8731c16c6b,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,historical_penn_training,"""olajumoke o fadugba"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22olajumoke+o+fadugba%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_olajumoke-o-fadugba-historical-penn-training-olajumoke-o-fadugba-univers_a865753ddb36,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,historical_penn_training,"""olajumoke o fadugba"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22olajumoke+o+fadugba%22+%22University+of+Pennsylvania%22+residency
attending_history_query_olajumoke-o-fadugba-historical-roster-or-alumni-olajumoke-o-fadugba-md-p_70ae7ee41713,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,historical_roster_or_alumni,"""Olajumoke O. Fadugba, MD"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Olajumoke+O.+Fadugba%2C+MD%22+Penn+%22class+of%22+resident+fellow
attending_history_query_olajumoke-o-fadugba-historical-roster-or-alumni-olajumoke-o-fadugba-md-p_f08eb9632f1d,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,historical_roster_or_alumni,"""Olajumoke O. Fadugba, MD"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Olajumoke+O.+Fadugba%2C+MD%22+Penn+alumni+fellow+resident
attending_history_query_olajumoke-o-fadugba-official-penn-profile-site-pennmedicine-org-olajumok_dd6faa2682f6,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,official_penn_profile,"site:pennmedicine.org ""Olajumoke O. Fadugba, MD""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Olajumoke+O.+Fadugba%2C+MD%22
attending_history_query_olajumoke-o-fadugba-official-penn-profile-site-pennmedicine-org-olajumok_03cebbb646fe,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,official_penn_profile,"site:pennmedicine.org ""olajumoke o fadugba""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22olajumoke+o+fadugba%22
attending_history_query_olajumoke-o-fadugba-upenn-profile-or-cv-site-med-upenn-edu-olajumoke-o-f_0efb33cc728f,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,upenn_profile_or_cv,"site:med.upenn.edu ""Olajumoke O. Fadugba, MD"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Olajumoke+O.+Fadugba%2C+MD%22+CV+OR+%22curriculum+vitae%22
