rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,stage_state_count,canonical_person_program_count,person_count,program_count,deterministic_advancement_count,deterministic_completion_count,source_refresh_required_count,manual_review_required_count,carry_forward_count,duplicate_contract_count,stale_by_refresh_count,fresh_observation_required_count,auto_classifiable_transition_count,dominant_stage_state_status,dominant_staleness_bucket,dominant_policy_lane,dominant_diff_readiness_status,recommended_operator_action,stale_information_policy,evidence_json
training_stage_state_rollup_b29c0cf0e83850a07ff9,program_role,Surgical Pathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Surgical Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,6,6,6,1,0,0,6,0,0,0,6,6,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 6}, ""policy_lane_counts"": {""source_refresh_required"": 6}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 6}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 6}}"
training_stage_state_rollup_c2fe22f8e8fd3950382d,program_role,Thoracic Surgery - Thoracic Track Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Thoracic Surgery - Thoracic Track Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_2dde19d3ebc0ca96aacf,program_role,Thoracic Surgery Fellowship - Cardiac Track::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Thoracic Surgery Fellowship - Cardiac Track,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,4,4,4,1,0,0,4,0,0,0,4,4,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 4}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_ead62b5d802c47b9461b,program_role,Transfusion Medicine/Blood Bank Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Transfusion Medicine/Blood Bank Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_76a5b965536cd4063a24,program_role,Transplant Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Transplant Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,3,3,3,1,0,0,3,0,0,0,3,3,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 3}, ""policy_lane_counts"": {""source_refresh_required"": 3}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 3}}"
training_stage_state_rollup_a366f93d05a29d081d1a,program_role,Trauma and Surgical Critical Care Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Trauma and Surgical Critical Care Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,12,12,12,1,0,0,12,0,0,0,12,12,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 12}, ""policy_lane_counts"": {""source_refresh_required"": 12}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 12}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 12}}"
training_stage_state_rollup_b40151f1322fb04b8274,program_role,Urogynecology and Reconstructive Pelvic Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Urogynecology and Reconstructive Pelvic Surgery Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,4,4,4,1,0,0,4,0,0,0,4,4,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 4}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_d3d0d2d09ddaedaa4827,program_role,Urology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Urology Residency,US_GME_RESIDENCY_5Y,2027-08-15,22,22,22,1,17,4,1,0,0,0,22,22,21,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 21, ""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 17, ""deterministic_expected_completion"": 4, ""source_refresh_required"": 1}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 17, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 4, ""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 22}}"
training_stage_state_rollup_777e1b78c4fc7a142699,program_role,Vascular Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Vascular Surgery Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,4,4,4,1,0,0,4,0,0,0,4,4,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 4}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_7df417325ba3c8c92b1a,program_role,Vascular Surgery Integrated Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Vascular Surgery Integrated Residency,US_GME_RESIDENCY_5Y,2027-08-15,9,9,9,1,8,1,0,0,0,0,9,9,9,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 9}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 8, ""deterministic_expected_completion"": 1}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 8, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 9}}"
training_stage_state_rollup_458d86df607527a92ecc,role,fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,US_GME_FELLOWSHIP_3Y,2027-08-15,391,387,385,66,100,61,192,25,13,8,378,378,161,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 161, ""diff_no_change_expected"": 13, ""diff_review_bound"": 25, ""diff_source_refresh_bound"": 192}, ""policy_lane_counts"": {""carry_forward_no_change"": 13, ""deterministic_expected_advancement"": 100, ""deterministic_expected_completion"": 61, ""manual_review_required"": 25, ""source_refresh_required"": 192}, ""stage_state_status_counts"": {""carry_forward_until_fresh_source_contradiction"": 13, ""expected_to_advance_if_fresh_next_stage_observed"": 100, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 61, ""manual_review_required_before_any_stage_mutation"": 25, ""must_refresh_source_before_retention_or_change"": 192}, ""staleness_bucket_counts"": {""fresh_contradiction_only"": 13, ""review_bound_not_time_classifiable"": 25, ""stale_by_projected_refresh"": 353}}"
training_stage_state_rollup_60d98161f429d7984343,role,medical_student,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,medical_student,medical_student,,US_MD_PHD_MSTP_VARIABLE,2027-08-15,225,225,225,1,0,0,225,0,0,0,225,225,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 225}, ""policy_lane_counts"": {""source_refresh_required"": 225}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 225}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 225}}"
training_stage_state_rollup_58fd72d8c099ff91f90c,role,resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_3Y,2027-08-15,1066,998,925,29,559,191,210,106,0,136,1066,1066,750,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 750, ""diff_review_bound"": 106, ""diff_source_refresh_bound"": 210}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 559, ""deterministic_expected_completion"": 191, ""manual_review_required"": 106, ""source_refresh_required"": 210}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 559, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 191, ""manual_review_required_before_any_stage_mutation"": 106, ""must_refresh_source_before_retention_or_change"": 210}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 106, ""stale_by_projected_refresh"": 960}}"
training_stage_state_rollup_8e85e2cb83f65c77ff12,staleness_bucket,fresh_contradiction_only,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,none,2027-08-15,13,13,13,1,0,0,0,0,13,0,0,0,0,carry_forward_until_fresh_source_contradiction,fresh_contradiction_only,carry_forward_no_change,diff_no_change_expected,carry_forward_until_fresh_source_contradiction,retain_until_fresh_public_source_contradiction,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_no_change_expected"": 13}, ""policy_lane_counts"": {""carry_forward_no_change"": 13}, ""stage_state_status_counts"": {""carry_forward_until_fresh_source_contradiction"": 13}, ""staleness_bucket_counts"": {""fresh_contradiction_only"": 13}}"
training_stage_state_rollup_5d3d2a416743d000e777,staleness_bucket,review_bound_not_time_classifiable,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_DURATION_UNKNOWN,2027-08-15,131,128,126,11,0,0,0,131,0,11,131,131,0,manual_review_required_before_any_stage_mutation,review_bound_not_time_classifiable,manual_review_required,diff_review_bound,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_review_bound"": 131}, ""policy_lane_counts"": {""manual_review_required"": 131}, ""stage_state_status_counts"": {""manual_review_required_before_any_stage_mutation"": 131}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 131}}"
training_stage_state_rollup_f22bd0f6762c190e8607,staleness_bucket,stale_by_projected_refresh,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_3Y,2027-08-15,1538,1474,1402,92,659,252,627,0,0,133,1538,1538,911,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 911, ""diff_source_refresh_bound"": 627}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 659, ""deterministic_expected_completion"": 252, ""source_refresh_required"": 627}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 659, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 252, ""must_refresh_source_before_retention_or_change"": 627}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1538}}"
training_stage_state_rollup_8444baa84742bfc74679,trainee_category,fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,US_GME_FELLOWSHIP_3Y,2027-08-15,391,387,385,66,100,61,192,25,13,8,378,378,161,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 161, ""diff_no_change_expected"": 13, ""diff_review_bound"": 25, ""diff_source_refresh_bound"": 192}, ""policy_lane_counts"": {""carry_forward_no_change"": 13, ""deterministic_expected_advancement"": 100, ""deterministic_expected_completion"": 61, ""manual_review_required"": 25, ""source_refresh_required"": 192}, ""stage_state_status_counts"": {""carry_forward_until_fresh_source_contradiction"": 13, ""expected_to_advance_if_fresh_next_stage_observed"": 100, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 61, ""manual_review_required_before_any_stage_mutation"": 25, ""must_refresh_source_before_retention_or_change"": 192}, ""staleness_bucket_counts"": {""fresh_contradiction_only"": 13, ""review_bound_not_time_classifiable"": 25, ""stale_by_projected_refresh"": 353}}"
