rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,stage_state_count,canonical_person_program_count,person_count,program_count,deterministic_advancement_count,deterministic_completion_count,source_refresh_required_count,manual_review_required_count,carry_forward_count,duplicate_contract_count,stale_by_refresh_count,fresh_observation_required_count,auto_classifiable_transition_count,dominant_stage_state_status,dominant_staleness_bucket,dominant_policy_lane,dominant_diff_readiness_status,recommended_operator_action,stale_information_policy,evidence_json
training_stage_state_rollup_cf8207d0e644401069ab,program,Sports Medicine Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Sports Medicine Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_87945fe4a5ea5bb286be,program,Surgical Pathology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Surgical Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,6,6,6,1,0,0,6,0,0,0,6,6,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 6}, ""policy_lane_counts"": {""source_refresh_required"": 6}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 6}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 6}}"
training_stage_state_rollup_89dbbb67258f961dfd10,program,Thoracic Surgery - Thoracic Track Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Thoracic Surgery - Thoracic Track Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_bd3b7423a9c0b45f3af9,program,Thoracic Surgery Fellowship - Cardiac Track,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Thoracic Surgery Fellowship - Cardiac Track,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,4,4,4,1,0,0,4,0,0,0,4,4,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 4}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_f041076eeea6d9006bbd,program,Transfusion Medicine/Blood Bank Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Transfusion Medicine/Blood Bank Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_9309d37c4ecfffe019e3,program,Transplant Surgery Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Transplant Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,3,3,3,1,0,0,3,0,0,0,3,3,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 3}, ""policy_lane_counts"": {""source_refresh_required"": 3}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 3}}"
training_stage_state_rollup_84f0fdd915cc04a0f917,program,Trauma and Surgical Critical Care Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Trauma and Surgical Critical Care Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,12,12,12,1,0,0,12,0,0,0,12,12,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 12}, ""policy_lane_counts"": {""source_refresh_required"": 12}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 12}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 12}}"
training_stage_state_rollup_24df233046770c9730ce,program,Urogynecology and Reconstructive Pelvic Surgery Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Urogynecology and Reconstructive Pelvic Surgery Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,4,4,4,1,0,0,4,0,0,0,4,4,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 4}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_cc231127ff14c0524fed,program,Urology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Urology Residency,US_GME_RESIDENCY_5Y,2027-08-15,22,22,22,1,17,4,1,0,0,0,22,22,21,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 21, ""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 17, ""deterministic_expected_completion"": 4, ""source_refresh_required"": 1}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 17, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 4, ""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 22}}"
training_stage_state_rollup_91f14c7d752b68406dce,program,Vascular Surgery Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Vascular Surgery Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,4,4,4,1,0,0,4,0,0,0,4,4,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 4}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_de24ad9301bab52ac69d,program,Vascular Surgery Integrated Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Vascular Surgery Integrated Residency,US_GME_RESIDENCY_5Y,2027-08-15,9,9,9,1,8,1,0,0,0,0,9,9,9,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 9}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 8, ""deterministic_expected_completion"": 1}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 8, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 9}}"
training_stage_state_rollup_1eabafb4042a63f57f9b,program_role,ABR Alternate Pathway to Certification::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,ABR Alternate Pathway to Certification,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_6258d331f02ae2ac01e7,program_role,Abdominal Imaging Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Abdominal Imaging Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,9,9,9,1,0,0,9,0,0,0,9,9,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 9}, ""policy_lane_counts"": {""source_refresh_required"": 9}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 9}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 9}}"
training_stage_state_rollup_3a5fd7d2b577586bd3fe,program_role,Adult Congenital Heart Disease Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Adult Congenital Heart Disease Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_b41fdd96dcc6a2a9323b,program_role,Adult Reconstructive Orthopedics Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Adult Reconstructive Orthopedics Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,3,3,3,1,0,0,3,0,0,0,3,3,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 3}, ""policy_lane_counts"": {""source_refresh_required"": 3}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 3}}"
training_stage_state_rollup_639e66d3c47e2fa05249,program_role,Advanced Gastroenterology and Hepatology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Gastroenterology and Hepatology Fellowship,US_GME_FELLOWSHIP_3Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_1b8986632bd824c54d5b,program_role,Advanced Heart Failure Transplant Cardiology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Heart Failure Transplant Cardiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_16836030025ca1740795,program_role,Advanced Musculoskeletal Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Musculoskeletal Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,3,3,3,1,0,0,3,0,0,0,3,3,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 3}, ""policy_lane_counts"": {""source_refresh_required"": 3}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 3}}"
training_stage_state_rollup_aa5f63d33394bba72329,program_role,Advanced Noninvasive Cardiac Imaging Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Noninvasive Cardiac Imaging Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_34213490a9e76afcf65f,program_role,Advanced Nuclear Radiology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Nuclear Radiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_1c5f488e731592fe8199,program_role,Allergy and Immunology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Allergy and Immunology Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,4,4,4,1,2,2,0,0,0,0,4,4,4,expected_to_complete_if_absent_or_alumni_after_refresh,stale_by_projected_refresh,deterministic_expected_completion,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 4}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 2, ""deterministic_expected_completion"": 2}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 2, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_6a24f07619a8d4be21c7,program_role,Anesthesiology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Anesthesiology Residency,US_GME_ANESTHESIA_CA_PHASE_3Y,2027-08-15,97,97,97,1,71,23,3,0,0,0,97,97,94,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 94, ""diff_source_refresh_bound"": 3}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 71, ""deterministic_expected_completion"": 23, ""source_refresh_required"": 3}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 71, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 23, ""must_refresh_source_before_retention_or_change"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 97}}"
training_stage_state_rollup_96dd16a096139472de81,program_role,Aortic Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Aortic Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_811be6930b4ed3bab1dc,program_role,Breast Pathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Breast Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_03cc98d61e47c6829e5b,program_role,CHOP Otolaryngology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,CHOP Otolaryngology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,4,4,4,1,0,0,4,0,0,0,4,4,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 4}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_6d0f8c56de95e31ac5b0,program_role,Cardio-Oncology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cardio-Oncology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_f75886c20dc0636958ac,program_role,Cardiothoracic Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cardiothoracic Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_f3ef4570b9a8c06f3fc1,program_role,Cardiothoracic Surgery Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Cardiothoracic Surgery Residency,US_GME_RESIDENCY_6Y,2027-08-15,15,15,15,1,8,2,5,0,0,0,15,15,10,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 10, ""diff_source_refresh_bound"": 5}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 8, ""deterministic_expected_completion"": 2, ""source_refresh_required"": 5}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 8, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 2, ""must_refresh_source_before_retention_or_change"": 5}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 15}}"
training_stage_state_rollup_da587ce05de20f15ffe2,program_role,Cardiothoracic Transplantation Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cardiothoracic Transplantation Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_cb10a31463da4e075e46,program_role,Cardiovascular Disease Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cardiovascular Disease Fellowship,US_GME_FELLOWSHIP_3Y,2027-08-15,33,33,33,1,22,10,0,1,0,0,33,33,32,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 32, ""diff_review_bound"": 1}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 22, ""deterministic_expected_completion"": 10, ""manual_review_required"": 1}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 22, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 10, ""manual_review_required_before_any_stage_mutation"": 1}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 1, ""stale_by_projected_refresh"": 32}}"
training_stage_state_rollup_c36a2507ba62ac78206b,program_role,Clinical Cardiac Electrophysiology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Clinical Cardiac Electrophysiology Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,12,12,12,1,0,0,12,0,0,0,12,12,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 12}, ""policy_lane_counts"": {""source_refresh_required"": 12}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 12}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 12}}"
