career_event_id,event_group_key,display_name,normalized_name,event_type,claim_type,organization_name,department,program_context,event_year,ten_year_trend_window,source_key,source_url,event_status,event_confidence,linkage_status,linkage_priority,trend_link_assurance_level,linkage_rationale,required_next_evidence,reconciliation_decision,reconciliation_required_next_evidence,current_trainee_match_count,current_trainee_match_keys,current_trainee_match_roles,current_trainee_match_programs,match_features
29,niharika ganta,"Niharika Ganta, MD, MPH",niharika ganta,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Faculty and Administration - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_program_in_pa_9180afb3e4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/faculty-and-administration,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
23,olajumoke o fadugba,"Olajumoke O. Fadugba, MD",olajumoke o fadugba,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Section of Allergy and Immunology Faculty,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_pulmonology_a_eb928a342a,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/allergy-and-immunology/allergy-and-immunology-faculty,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
38,pallavi kumar,"Pallavi Kumar, MD, MPH",pallavi kumar,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Faculty and Administration - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_program_in_pa_9180afb3e4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/faculty-and-administration,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
26,pavle s milutinovic,"Pavle S. Milutinovic, MD, PhD",pavle s milutinovic,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Section of Allergy and Immunology Faculty,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_pulmonology_a_eb928a342a,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/allergy-and-immunology/allergy-and-immunology-faculty,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
8,peter s klein,"Peter S. Klein, MD, PhD",peter s klein,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Leadership Team - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_hematology_an_9c7dd893d1,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/about-us/leadership-team,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
6,priya p gor,"Priya P. Gor, MD, MSCE",priya p gor,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Leadership Team - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_hematology_an_9c7dd893d1,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/about-us/leadership-team,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
49,rachael lutgen,Rachael Lutgen,rachael lutgen,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Faculty and Administration - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_program_in_pa_9180afb3e4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/faculty-and-administration,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
11,rebecca l hirsh,"Rebecca L. Hirsh, MD",rebecca l hirsh,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Leadership Team - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_hematology_an_9c7dd893d1,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/about-us/leadership-team,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
13,roger b cohen,"Roger B. Cohen, MD",roger b cohen,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Leadership Team - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_hematology_an_9c7dd893d1,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/about-us/leadership-team,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
35,roshni t guerry,"Roshni T. Guerry, MD, FACP",roshni t guerry,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Faculty and Administration - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_program_in_pa_9180afb3e4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/faculty-and-administration,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
45,sara ann van calcar,"Sara Ann Van Calcar, MD",sara ann van calcar,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Faculty and Administration - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_program_in_pa_9180afb3e4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/faculty-and-administration,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
24,scott feldman,"Scott Feldman, MD, PhD",scott feldman,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Section of Allergy and Immunology Faculty,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_pulmonology_a_eb928a342a,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/allergy-and-immunology/allergy-and-immunology-faculty,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
43,stanley savinese,"Stanley Savinese, DO",stanley savinese,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Faculty and Administration - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_program_in_pa_9180afb3e4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/faculty-and-administration,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
19,tracy s d entremont,"Tracy S. d’Entremont, MD",tracy s d entremont,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Leadership Team - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_hematology_an_9c7dd893d1,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/about-us/leadership-team,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
46,vincent j vanston,"Vincent J. Vanston, MD, FAAHPM",vincent j vanston,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Faculty and Administration - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_program_in_pa_9180afb3e4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/faculty-and-administration,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
9,yehoda m martei,"Yehoda M. Martei, MD, MSCE",yehoda m martei,current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Leadership Team - Penn Medicine,,unknown,penn_attending_departments_and_centers_department_of_medicine_divisions_hematology_an_9c7dd893d1,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/about-us/leadership-team,candidate,0.55,current_attending_endpoint_unlinked,55,1,Current Penn attending/faculty endpoint candidate lacks linked Penn training-history evidence.,"Find profile, CV, employment-start, or training-history evidence before using as a trend endpoint.",current_attending_endpoint_candidate,Use as endpoint only after finding training-history or employment-start evidence.,0,,,,not_linked_to_existing_person; official_penn_faculty_page
97,christopher a d avella,"Christopher A. D'Avella, MD",christopher a d avella,attending_profile_training_history_candidate,prior_training_history_candidate,University of Pittsburgh School of Medicine,Department of Medicine,Leadership Team - Penn Medicine,,unknown,penn_attending_profile_providers_profile_christopher_davella_3b3408f71d,https://www3.pennmedicine.org/providers/profile/christopher-davella,candidate,0.68,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; profile_name_match; structured_provider_training_field; training_or_education_language
86,emily gordon,"Emily Gordon, MD, MSEd",emily gordon,attending_profile_training_history_candidate,education_history_candidate,,Department of Anesthesiology and Critical Care,Department of Anesthesiology Education Leadership Team,2002,no,penn_attending_profile_departments_and_centers_anesthesiology_and_critical_care_education_a_6a96048fe1,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/leadership/emily-gordon,candidate,0.5,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,education_language; official_penn_profile; profile_name_match
89,emily gordon,"Emily Gordon, MD, MSEd",emily gordon,attending_profile_training_history_candidate,research_interest_candidate,,Department of Anesthesiology and Critical Care,Department of Anesthesiology Education Leadership Team,,unknown,penn_attending_profile_departments_and_centers_anesthesiology_and_critical_care_education_a_6a96048fe1,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/leadership/emily-gordon,candidate,0.55,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; profile_name_match; research_interest_language
90,emily gordon,"Emily Gordon, MD, MSEd",emily gordon,attending_profile_training_history_candidate,personal_profile_candidate,,Department of Anesthesiology and Critical Care,Department of Anesthesiology Education Leadership Team,,unknown,penn_attending_profile_departments_and_centers_anesthesiology_and_critical_care_education_a_6a96048fe1,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/leadership/emily-gordon,candidate,0.45,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; personal_profile_language; profile_name_match
103,geeta ravi patel,"Geeta Ravi Patel, MD",geeta ravi patel,attending_profile_training_history_candidate,education_history_candidate,Temple University School of Medicine,Department of Medicine,Section of Allergy and Immunology Faculty,,unknown,penn_attending_profile_providers_profile_geeta_patel_035818e202,https://www3.pennmedicine.org/providers/profile/geeta-patel,candidate,0.68,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; profile_name_match; structured_provider_training_field; training_or_education_language
104,geeta ravi patel,"Geeta Ravi Patel, MD",geeta ravi patel,attending_profile_training_history_candidate,prior_training_history_candidate,McGaw Medical Center of Northwestern University,Department of Medicine,Section of Allergy and Immunology Faculty,,unknown,penn_attending_profile_providers_profile_geeta_patel_035818e202,https://www3.pennmedicine.org/providers/profile/geeta-patel,candidate,0.68,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; profile_name_match; structured_provider_training_field; training_or_education_language
91,jesse kiefer,Jesse Kiefer MD MSEd,jesse kiefer,attending_profile_training_history_candidate,education_history_candidate,,Department of Anesthesiology and Critical Care,Department of Anesthesiology Education Leadership Team,,unknown,penn_attending_profile_departments_and_centers_anesthesiology_and_critical_care_education_a_8145060fbb,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/leadership/kiefer-jesse,candidate,0.5,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,education_language; official_penn_profile; profile_name_match
92,jesse kiefer,Jesse Kiefer MD MSEd,jesse kiefer,attending_profile_training_history_candidate,prior_training_history_candidate,,Department of Anesthesiology and Critical Care,Department of Anesthesiology Education Leadership Team,,unknown,penn_attending_profile_departments_and_centers_anesthesiology_and_critical_care_education_a_8145060fbb,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/leadership/kiefer-jesse,candidate,0.52,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; profile_name_match; training_language
93,jesse kiefer,Jesse Kiefer MD MSEd,jesse kiefer,attending_profile_training_history_candidate,prior_training_history_candidate,,Department of Anesthesiology and Critical Care,Department of Anesthesiology Education Leadership Team,2017,yes,penn_attending_profile_departments_and_centers_anesthesiology_and_critical_care_education_a_8145060fbb,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/leadership/kiefer-jesse,candidate,0.52,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; profile_name_match; training_language
94,jesse kiefer,Jesse Kiefer MD MSEd,jesse kiefer,attending_profile_training_history_candidate,prior_training_history_candidate,,Department of Anesthesiology and Critical Care,Department of Anesthesiology Education Leadership Team,,unknown,penn_attending_profile_departments_and_centers_anesthesiology_and_critical_care_education_a_8145060fbb,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/leadership/kiefer-jesse,candidate,0.52,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; profile_name_match; training_language
95,jesse kiefer,Jesse Kiefer MD MSEd,jesse kiefer,attending_profile_training_history_candidate,prior_training_history_candidate,,Department of Anesthesiology and Critical Care,Department of Anesthesiology Education Leadership Team,2020,yes,penn_attending_profile_departments_and_centers_anesthesiology_and_critical_care_education_a_8145060fbb,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/leadership/kiefer-jesse,candidate,0.52,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; profile_name_match; training_language
96,jesse kiefer,Jesse Kiefer MD MSEd,jesse kiefer,attending_profile_training_history_candidate,personal_profile_candidate,,Department of Anesthesiology and Critical Care,Department of Anesthesiology Education Leadership Team,,unknown,penn_attending_profile_departments_and_centers_anesthesiology_and_critical_care_education_a_8145060fbb,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/leadership/kiefer-jesse,candidate,0.45,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; personal_profile_language; profile_name_match
101,patrick kevin gleeson,"Patrick Kevin Gleeson, MD, MSCE",patrick kevin gleeson,attending_profile_training_history_candidate,education_history_candidate,Pennsylvania State University College of Medicine,Department of Medicine,Section of Allergy and Immunology Faculty,,unknown,penn_attending_profile_providers_profile_patrick_gleeson_42e3bf9ca1,https://www3.pennmedicine.org/providers/profile/patrick-gleeson,candidate,0.68,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; profile_name_match; structured_provider_training_field; training_or_education_language
100,scott feldman,"Scott Feldman, MD, PhD",scott feldman,attending_profile_training_history_candidate,education_history_candidate,University of Illinois College of Medicine at Chicago,Department of Medicine,Section of Allergy and Immunology Faculty,,unknown,penn_attending_profile_providers_profile_scott_feldman_b698d2dec9,https://www3.pennmedicine.org/providers/profile/scott-feldman,candidate,0.68,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; profile_name_match; structured_provider_training_field; training_or_education_language
98,timothy buckey,"Timothy Buckey, MD, MBE",timothy buckey,attending_profile_training_history_candidate,education_history_candidate,Georgetown University School of Medicine,Department of Medicine,Section of Allergy and Immunology Faculty,,unknown,penn_attending_profile_providers_profile_timothy_buckey_d0f4671881,https://www3.pennmedicine.org/providers/profile/timothy-buckey,candidate,0.68,profile_context_non_penn_training,35,1,Official profile context is useful enrichment but is not itself a Penn trainee trend link.,Keep as background unless it supplies a non-name identity anchor for another claim.,profile_context_candidate,"Keep as context until identity, date, and claim type are independently reconciled.",0,,,,official_penn_profile; profile_name_match; structured_provider_training_field; training_or_education_language
50,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights,,,penn_alumni_outcome_candidate,,,,Alumni Spotlights - Penn Medicine,,unknown,penn_outcome_cb38c6bd51ff,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
51,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights,,,penn_alumni_outcome_candidate,,,,Alumni Spotlights - Penn Medicine,,unknown,penn_outcome_cb38c6bd51ff,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
52,source:https://pathology.med.upenn.edu/education/graduate-studies,,,penn_alumni_outcome_candidate,,,,Graduate Studies | University of Pennsylvania | Pathology and Laboratory Medicine,,unknown,penn_outcome_8610e1794b15,https://pathology.med.upenn.edu/education/graduate-studies,candidate,0.25,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; source_level_not_person_resolved; weak_outcome_context
53,source:https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/application-information/internal-medicine-graduates,,,penn_alumni_outcome_candidate,,,,Internal Medicine Graduates - Penn Medicine,,unknown,penn_outcome_dfa1e124d18d,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/application-information/internal-medicine-graduates,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
54,source:https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/application-information/internal-medicine-graduates,,,penn_alumni_outcome_candidate,,,,Internal Medicine Graduates - Penn Medicine,,unknown,penn_outcome_dfa1e124d18d,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/application-information/internal-medicine-graduates,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
55,source:https://www3.pennmedicine.org/departments-and-centers/emergency-medicine/education-and-training/residency-program/alumni,,,penn_alumni_outcome_candidate,,,,Alumni - Penn Medicine,,unknown,penn_outcome_426ab7252001,https://www3.pennmedicine.org/departments-and-centers/emergency-medicine/education-and-training/residency-program/alumni,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
56,source:https://www3.pennmedicine.org/departments-and-centers/emergency-medicine/education-and-training/oem-residency-program/alumni,,,penn_alumni_outcome_candidate,,,,Alumni - Penn Medicine,,unknown,penn_outcome_b30bd4cae8ea,https://www3.pennmedicine.org/departments-and-centers/emergency-medicine/education-and-training/oem-residency-program/alumni,candidate,0.25,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; source_level_not_person_resolved; weak_outcome_context
57,source:https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,,,penn_alumni_outcome_candidate,,,,About our Graduates - Penn Medicine,,unknown,penn_outcome_db7d66d05261,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
58,source:https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,,,penn_alumni_outcome_candidate,,,,About our Graduates - Penn Medicine,,unknown,penn_outcome_db7d66d05261,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
59,source:https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,,,penn_alumni_outcome_candidate,,,,About our Graduates - Penn Medicine,,unknown,penn_outcome_db7d66d05261,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
60,source:https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,,,penn_alumni_outcome_candidate,,,,About our Graduates - Penn Medicine,,unknown,penn_outcome_db7d66d05261,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
